Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination
bin.001	k__Bacteria	5449	104	58	36	59	9	0	0	0	56.32	5.38
bin.002	k__Bacteria	5449	104	58	75	26	3	0	0	0	33.99	4.02
bin.003	o__Rhodospirillales	63	336	201	59	70	70	62	55	20	91.42	154.24
bin.004	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.005	k__Bacteria	5449	104	58	91	13	0	0	0	0	18.97	0.0
bin.006	k__Bacteria	5449	104	58	81	22	1	0	0	0	36.21	1.72
bin.007	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.008	k__Bacteria	5449	104	58	88	16	0	0	0	0	25.86	0.0
bin.009	k__Bacteria	5449	104	58	66	37	1	0	0	0	54.81	1.72
bin.010	k__Bacteria	5449	104	58	4	16	27	28	14	15	97.81	236.87
bin.011	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.012	k__Bacteria	5449	104	58	76	28	0	0	0	0	41.38	0.0
bin.013	c__Alphaproteobacteria	564	349	230	156	182	11	0	0	0	56.77	3.91
bin.014	o__Burkholderiales	107	574	251	30	271	224	43	4	2	97.51	66.01
bin.015	k__Bacteria	5449	100	55	89	11	0	0	0	0	13.79	0.0
bin.016	k__Bacteria	5449	104	58	57	33	13	1	0	0	63.9	23.28
bin.017	k__Bacteria	88	227	146	27	170	30	0	0	0	90.72	10.52
bin.018	k__Bacteria	5449	104	58	94	10	0	0	0	0	10.66	0.0
bin.019	o__Rhodospirillales	63	336	201	85	210	38	3	0	0	75.18	15.45
bin.020	k__Archaea	207	149	107	143	6	0	0	0	0	1.22	0.0
bin.021	root	5656	56	24	55	1	0	0	0	0	4.17	0.0
bin.022	k__Bacteria	2258	185	115	29	152	4	0	0	0	91.84	2.61
bin.023	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.024	k__Bacteria	5449	104	58	96	8	0	0	0	0	12.07	0.0
bin.025	c__Alphaproteobacteria	564	349	230	136	129	75	9	0	0	65.26	31.45
bin.026	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.027	root	5656	56	24	51	5	0	0	0	0	20.83	0.0
bin.028	k__Bacteria	5449	104	58	70	23	11	0	0	0	46.69	13.59
bin.029	k__Bacteria	5449	103	57	74	29	0	0	0	0	29.96	0.0
bin.030	p__Firmicutes	100	295	158	25	259	10	1	0	0	93.54	6.35
bin.031	p__Firmicutes	100	295	158	83	179	29	4	0	0	80.7	13.07
bin.032	k__Bacteria	5449	104	58	77	26	1	0	0	0	36.21	1.72
bin.033	k__Bacteria	924	151	101	43	107	1	0	0	0	62.18	0.99
bin.034	o__Pseudomonadales	185	813	308	115	678	20	0	0	0	81.25	2.95
bin.035	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0.0
bin.036	k__Bacteria	2258	187	116	76	107	4	0	0	0	61.08	1.44
bin.037	k__Bacteria	901	171	117	79	87	5	0	0	0	47.55	4.27
bin.038	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.039	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.040	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.041	k__Bacteria	5449	101	57	89	12	0	0	0	0	7.26	0.0
bin.042	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.043	k__Bacteria	924	161	108	117	44	0	0	0	0	29.32	0.0
bin.044	k__Bacteria	5449	104	58	53	47	3	0	1	0	70.69	9.48
bin.045	k__Bacteria	2258	187	116	90	94	3	0	0	0	57.16	2.59
bin.046	k__Bacteria	88	230	148	20	204	6	0	0	0	89.86	2.03
bin.047	k__Bacteria	5449	104	58	1	2	1	2	2	96	99.84	2318.34
bin.048	root	5656	56	24	56	0	0	0	0	0	0.0	0.0
bin.049	k__Archaea	207	149	107	136	13	0	0	0	0	1.73	0.0
bin.050	k__Bacteria	2993	147	91	48	99	0	0	0	0	90.79	0.0
bin.051	f__Bacillaceae	128	555	180	5	529	20	1	0	0	98.25	4.84
